nombre,categoria,precio,marca,precio_anterior,referencia,etiqueta,stock,descripcion_secciones,especificaciones,info_marca
AMD Ryzen 5 5600,Procesador,2200,AMD,,100-100000927BOX,,25,"Descripción general | AMD Ryzen 5 5600: Procesador confiable de 6 núcleos, ideal para gaming 1080p y uso general. || Rendimiento y arquitectura | El AMD Ryzen 5 5600 ofrece un rendimiento sólido para gaming y productividad. Su arquitectura moderna garantiza eficiencia energética y capacidad de respuesta en tareas exigentes como edición, renderizado y multitarea pesada. || Compatibilidad | Este procesador AMD es compatible con placas madre del socket correspondiente, facilitando su integración en builds nuevas o actualizaciones. Verifica el socket de tu placa madre antes de comprar. || Casos de uso recomendados | Ideal para gamers, creadores de contenido y profesionales que buscan un equilibrio entre potencia y eficiencia. Funciona excelente para gaming en 1080p/1440p y cargas de trabajo de productividad.",Especificaciones del procesador: Socket=AM4; Núcleos=6 / Hilos - 12; Frecuencia=3.5-4.4 GHz; TDP=65W; Caché L3=32MB || General: Marca=AMD; Categoría=Procesador; Garantía=12 meses,"AMD es líder mundial en procesadores y tarjetas gráficas de alto rendimiento. Reconocida por su arquitectura Zen y RDNA, ofrece excelente relación precio-rendimiento para gaming y productividad profesional."
NVIDIA RTX 4070 Ti,Tarjeta Gráfica,14600,ASUS,,TUF-RTX4070TI-O12G,,9,"Descripción general | NVIDIA RTX 4070 Ti: Gaming en 1440p/4K con todos los efectos activados. || Rendimiento gráfico | La NVIDIA RTX 4070 Ti entrega gráficos fluidos y detallados en los juegos más exigentes. Su GPU permite disfrutar de altas tasas de fotogramas con calidad visual elevada, incluyendo tecnologías modernas de renderizado. || Memoria y conectividad | Cuenta con memoria de video dedicada y múltiples salidas para conectar varios monitores. Su sistema de refrigeración mantiene temperaturas óptimas incluso bajo cargas intensas de gaming. || Casos de uso recomendados | Perfecta para gaming en alta resolución, edición de video, modelado 3D y aplicaciones de inteligencia artificial. Una inversión sólida para quienes buscan rendimiento gráfico de calidad.","Especificaciones gráficas: VRAM=12GB GDDR6X; Bus=192-bit; CUDA Cores=7680; Consumo=285W; Salidas=3x DP, 1x HDMI || General: Marca=ASUS; Categoría=Tarjeta Gráfica; Garantía=12 meses",ASUS es una de las marcas más respetadas en hardware de PC. Su línea ROG (Republic of Gamers) es referente mundial en componentes gaming premium y de alto rendimiento.
NVIDIA RTX 4070 Ti Super,Tarjeta Gráfica,15200,MSI,,RTX4070TIS-16G,,8,"Descripción general | NVIDIA RTX 4070 Ti Super: 16GB de VRAM para 4K con margen a futuro. || Rendimiento gráfico | La NVIDIA RTX 4070 Ti Super entrega gráficos fluidos y detallados en los juegos más exigentes. Su GPU permite disfrutar de altas tasas de fotogramas con calidad visual elevada, incluyendo tecnologías modernas de renderizado. || Memoria y conectividad | Cuenta con memoria de video dedicada y múltiples salidas para conectar varios monitores. Su sistema de refrigeración mantiene temperaturas óptimas incluso bajo cargas intensas de gaming. || Casos de uso recomendados | Perfecta para gaming en alta resolución, edición de video, modelado 3D y aplicaciones de inteligencia artificial. Una inversión sólida para quienes buscan rendimiento gráfico de calidad.","Especificaciones gráficas: VRAM=16GB GDDR6X; Bus=256-bit; CUDA Cores=8448; Consumo=285W; Salidas=3x DP, 1x HDMI || General: Marca=MSI; Categoría=Tarjeta Gráfica; Garantía=12 meses","MSI es un fabricante taiwanés reconocido por sus componentes gaming de alta calidad: tarjetas gráficas, placas madre y periféricos diseñados para entusiastas y jugadores exigentes."
NVIDIA RTX 4080 Super,Tarjeta Gráfica,21500,Gigabyte,,GV-N408SAORUS-16GD,,6,"Descripción general | NVIDIA RTX 4080 Super: Gaming 4K de alta gama sin comprometer ray tracing. || Rendimiento gráfico | La NVIDIA RTX 4080 Super entrega gráficos fluidos y detallados en los juegos más exigentes. Su GPU permite disfrutar de altas tasas de fotogramas con calidad visual elevada, incluyendo tecnologías modernas de renderizado. || Memoria y conectividad | Cuenta con memoria de video dedicada y múltiples salidas para conectar varios monitores. Su sistema de refrigeración mantiene temperaturas óptimas incluso bajo cargas intensas de gaming. || Casos de uso recomendados | Perfecta para gaming en alta resolución, edición de video, modelado 3D y aplicaciones de inteligencia artificial. Una inversión sólida para quienes buscan rendimiento gráfico de calidad.","Especificaciones gráficas: VRAM=16GB GDDR6X; Bus=256-bit; CUDA Cores=10240; Consumo=320W; Salidas=3x DP, 1x HDMI || General: Marca=Gigabyte; Categoría=Tarjeta Gráfica; Garantía=12 meses",Gigabyte es un fabricante líder de placas madre y tarjetas gráficas. Su línea AORUS está orientada al gaming de alto desempeño con diseños robustos y buena disipación.
NVIDIA RTX 4090,Tarjeta Gráfica,34900,ASUS,,ROG-STRIX-RTX4090-O24G,,3,"Descripción general | NVIDIA RTX 4090: La GPU más potente para 4K/8K y workstation profesional. || Rendimiento gráfico | La NVIDIA RTX 4090 entrega gráficos fluidos y detallados en los juegos más exigentes. Su GPU permite disfrutar de altas tasas de fotogramas con calidad visual elevada, incluyendo tecnologías modernas de renderizado. || Memoria y conectividad | Cuenta con memoria de video dedicada y múltiples salidas para conectar varios monitores. Su sistema de refrigeración mantiene temperaturas óptimas incluso bajo cargas intensas de gaming. || Casos de uso recomendados | Perfecta para gaming en alta resolución, edición de video, modelado 3D y aplicaciones de inteligencia artificial. Una inversión sólida para quienes buscan rendimiento gráfico de calidad.","Especificaciones gráficas: VRAM=24GB GDDR6X; Bus=384-bit; CUDA Cores=16384; Consumo=450W; Salidas=3x DP, 1x HDMI || General: Marca=ASUS; Categoría=Tarjeta Gráfica; Garantía=12 meses",ASUS es una de las marcas más respetadas en hardware de PC. Su línea ROG (Republic of Gamers) es referente mundial en componentes gaming premium y de alto rendimiento.
NVIDIA RTX 5070,Tarjeta Gráfica,13900,MSI,,RTX5070-12G-GAMINGX,NUEVO,8,"Descripción general | NVIDIA RTX 5070: Nueva generación Blackwell con DLSS 4 y mayor eficiencia. || Rendimiento gráfico | La NVIDIA RTX 5070 entrega gráficos fluidos y detallados en los juegos más exigentes. Su GPU permite disfrutar de altas tasas de fotogramas con calidad visual elevada, incluyendo tecnologías modernas de renderizado. || Memoria y conectividad | Cuenta con memoria de video dedicada y múltiples salidas para conectar varios monitores. Su sistema de refrigeración mantiene temperaturas óptimas incluso bajo cargas intensas de gaming. || Casos de uso recomendados | Perfecta para gaming en alta resolución, edición de video, modelado 3D y aplicaciones de inteligencia artificial. Una inversión sólida para quienes buscan rendimiento gráfico de calidad.","Especificaciones gráficas: VRAM=12GB GDDR7; Bus=192-bit; Consumo=250W; Salidas=3x DP, 1x HDMI || General: Marca=MSI; Categoría=Tarjeta Gráfica; Garantía=12 meses","MSI es un fabricante taiwanés reconocido por sus componentes gaming de alta calidad: tarjetas gráficas, placas madre y periféricos diseñados para entusiastas y jugadores exigentes."
NVIDIA RTX 5070 Ti,Tarjeta Gráfica,18400,ASUS,,TUF-RTX5070TI-O16G,NUEVO,6,"Descripción general | NVIDIA RTX 5070 Ti: 16GB GDDR7 para 1440p/4K de última generación. || Rendimiento gráfico | La NVIDIA RTX 5070 Ti entrega gráficos fluidos y detallados en los juegos más exigentes. Su GPU permite disfrutar de altas tasas de fotogramas con calidad visual elevada, incluyendo tecnologías modernas de renderizado. || Memoria y conectividad | Cuenta con memoria de video dedicada y múltiples salidas para conectar varios monitores. Su sistema de refrigeración mantiene temperaturas óptimas incluso bajo cargas intensas de gaming. || Casos de uso recomendados | Perfecta para gaming en alta resolución, edición de video, modelado 3D y aplicaciones de inteligencia artificial. Una inversión sólida para quienes buscan rendimiento gráfico de calidad.","Especificaciones gráficas: VRAM=16GB GDDR7; Bus=256-bit; Consumo=300W; Salidas=3x DP, 1x HDMI || General: Marca=ASUS; Categoría=Tarjeta Gráfica; Garantía=12 meses",ASUS es una de las marcas más respetadas en hardware de PC. Su línea ROG (Republic of Gamers) es referente mundial en componentes gaming premium y de alto rendimiento.
NVIDIA RTX 5080,Tarjeta Gráfica,25900,Gigabyte,,GV-N5080AORUS-16GD,NUEVO,4,"Descripción general | NVIDIA RTX 5080: Rendimiento 4K de tope de gama con arquitectura Blackwell. || Rendimiento gráfico | La NVIDIA RTX 5080 entrega gráficos fluidos y detallados en los juegos más exigentes. Su GPU permite disfrutar de altas tasas de fotogramas con calidad visual elevada, incluyendo tecnologías modernas de renderizado. || Memoria y conectividad | Cuenta con memoria de video dedicada y múltiples salidas para conectar varios monitores. Su sistema de refrigeración mantiene temperaturas óptimas incluso bajo cargas intensas de gaming. || Casos de uso recomendados | Perfecta para gaming en alta resolución, edición de video, modelado 3D y aplicaciones de inteligencia artificial. Una inversión sólida para quienes buscan rendimiento gráfico de calidad.","Especificaciones gráficas: VRAM=16GB GDDR7; Bus=256-bit; Consumo=360W; Salidas=3x DP, 1x HDMI || General: Marca=Gigabyte; Categoría=Tarjeta Gráfica; Garantía=12 meses",Gigabyte es un fabricante líder de placas madre y tarjetas gráficas. Su línea AORUS está orientada al gaming de alto desempeño con diseños robustos y buena disipación.
NVIDIA RTX 5090,Tarjeta Gráfica,48500,ASUS,,ROG-ASTRAL-RTX5090-O32G,NUEVO,2,"Descripción general | NVIDIA RTX 5090: La GPU de consumo más rápida jamás creada por NVIDIA. || Rendimiento gráfico | La NVIDIA RTX 5090 entrega gráficos fluidos y detallados en los juegos más exigentes. Su GPU permite disfrutar de altas tasas de fotogramas con calidad visual elevada, incluyendo tecnologías modernas de renderizado. || Memoria y conectividad | Cuenta con memoria de video dedicada y múltiples salidas para conectar varios monitores. Su sistema de refrigeración mantiene temperaturas óptimas incluso bajo cargas intensas de gaming. || Casos de uso recomendados | Perfecta para gaming en alta resolución, edición de video, modelado 3D y aplicaciones de inteligencia artificial. Una inversión sólida para quienes buscan rendimiento gráfico de calidad.","Especificaciones gráficas: VRAM=32GB GDDR7; Bus=512-bit; Consumo=575W; Salidas=3x DP, 1x HDMI || General: Marca=ASUS; Categoría=Tarjeta Gráfica; Garantía=12 meses",ASUS es una de las marcas más respetadas en hardware de PC. Su línea ROG (Republic of Gamers) es referente mundial en componentes gaming premium y de alto rendimiento.
AMD RX 7600,Tarjeta Gráfica,6200,Sapphire,,PULSE-RX7600-8G,,18,"Descripción general | AMD RX 7600: Gran opción 1080p con buen precio por fotograma. || Rendimiento gráfico | La AMD RX 7600 entrega gráficos fluidos y detallados en los juegos más exigentes. Su GPU permite disfrutar de altas tasas de fotogramas con calidad visual elevada, incluyendo tecnologías modernas de renderizado. || Memoria y conectividad | Cuenta con memoria de video dedicada y múltiples salidas para conectar varios monitores. Su sistema de refrigeración mantiene temperaturas óptimas incluso bajo cargas intensas de gaming. || Casos de uso recomendados | Perfecta para gaming en alta resolución, edición de video, modelado 3D y aplicaciones de inteligencia artificial. Una inversión sólida para quienes buscan rendimiento gráfico de calidad.","Especificaciones gráficas: VRAM=8GB GDDR6; Bus=128-bit; Consumo=165W; Salidas=2x DP, 2x HDMI || General: Marca=Sapphire; Categoría=Tarjeta Gráfica; Garantía=12 meses",Sapphire es socio exclusivo de AMD y especialista en tarjetas gráficas Radeon. Reconocida por sus modelos Nitro y Pulse con excelente refrigeración y rendimiento.
AMD RX 7700 XT,Tarjeta Gráfica,9800,PowerColor,,HELLHOUND-RX7700XT-12G,,12,"Descripción general | AMD RX 7700 XT: 12GB de VRAM para 1440p alto sin preocuparte por memoria. || Rendimiento gráfico | La AMD RX 7700 XT entrega gráficos fluidos y detallados en los juegos más exigentes. Su GPU permite disfrutar de altas tasas de fotogramas con calidad visual elevada, incluyendo tecnologías modernas de renderizado. || Memoria y conectividad | Cuenta con memoria de video dedicada y múltiples salidas para conectar varios monitores. Su sistema de refrigeración mantiene temperaturas óptimas incluso bajo cargas intensas de gaming. || Casos de uso recomendados | Perfecta para gaming en alta resolución, edición de video, modelado 3D y aplicaciones de inteligencia artificial. Una inversión sólida para quienes buscan rendimiento gráfico de calidad.","Especificaciones gráficas: VRAM=12GB GDDR6; Bus=192-bit; Consumo=245W; Salidas=2x DP, 2x HDMI || General: Marca=PowerColor; Categoría=Tarjeta Gráfica; Garantía=12 meses","PowerColor es fabricante especializado en tarjetas gráficas AMD Radeon, conocido por sus modelos Hellhound y Red Devil orientados a gamers que buscan buen valor."
AMD RX 7800 XT,Tarjeta Gráfica,11500,Sapphire,,NITRO-RX7800XT-16G,,10,"Descripción general | AMD RX 7800 XT: 16GB GDDR6 con excelente rendimiento en 1440p. || Rendimiento gráfico | La AMD RX 7800 XT entrega gráficos fluidos y detallados en los juegos más exigentes. Su GPU permite disfrutar de altas tasas de fotogramas con calidad visual elevada, incluyendo tecnologías modernas de renderizado. || Memoria y conectividad | Cuenta con memoria de video dedicada y múltiples salidas para conectar varios monitores. Su sistema de refrigeración mantiene temperaturas óptimas incluso bajo cargas intensas de gaming. || Casos de uso recomendados | Perfecta para gaming en alta resolución, edición de video, modelado 3D y aplicaciones de inteligencia artificial. Una inversión sólida para quienes buscan rendimiento gráfico de calidad.","Especificaciones gráficas: VRAM=16GB GDDR6; Bus=256-bit; Consumo=263W; Salidas=2x DP, 2x HDMI || General: Marca=Sapphire; Categoría=Tarjeta Gráfica; Garantía=12 meses",Sapphire es socio exclusivo de AMD y especialista en tarjetas gráficas Radeon. Reconocida por sus modelos Nitro y Pulse con excelente refrigeración y rendimiento.
AMD RX 7900 GRE,Tarjeta Gráfica,12900,ASRock,,RX7900GRE-CL-16GO,,8,"Descripción general | AMD RX 7900 GRE: Potencia de gama alta a un precio más accesible. || Rendimiento gráfico | La AMD RX 7900 GRE entrega gráficos fluidos y detallados en los juegos más exigentes. Su GPU permite disfrutar de altas tasas de fotogramas con calidad visual elevada, incluyendo tecnologías modernas de renderizado. || Memoria y conectividad | Cuenta con memoria de video dedicada y múltiples salidas para conectar varios monitores. Su sistema de refrigeración mantiene temperaturas óptimas incluso bajo cargas intensas de gaming. || Casos de uso recomendados | Perfecta para gaming en alta resolución, edición de video, modelado 3D y aplicaciones de inteligencia artificial. Una inversión sólida para quienes buscan rendimiento gráfico de calidad.","Especificaciones gráficas: VRAM=16GB GDDR6; Bus=256-bit; Consumo=260W; Salidas=2x DP, 2x HDMI || General: Marca=ASRock; Categoría=Tarjeta Gráfica; Garantía=12 meses","ASRock es fabricante de placas madre y tarjetas gráficas con enfoque en innovación y precio competitivo, popular entre armadores de PC de todos los niveles."
AMD RX 7900 XTX,Tarjeta Gráfica,19800,XFX,,MERC310-RX7900XTX-24G,,4,"Descripción general | AMD RX 7900 XTX: El buque insignia de AMD para 4K con 24GB de VRAM. || Rendimiento gráfico | La AMD RX 7900 XTX entrega gráficos fluidos y detallados en los juegos más exigentes. Su GPU permite disfrutar de altas tasas de fotogramas con calidad visual elevada, incluyendo tecnologías modernas de renderizado. || Memoria y conectividad | Cuenta con memoria de video dedicada y múltiples salidas para conectar varios monitores. Su sistema de refrigeración mantiene temperaturas óptimas incluso bajo cargas intensas de gaming. || Casos de uso recomendados | Perfecta para gaming en alta resolución, edición de video, modelado 3D y aplicaciones de inteligencia artificial. Una inversión sólida para quienes buscan rendimiento gráfico de calidad.","Especificaciones gráficas: VRAM=24GB GDDR6; Bus=384-bit; Consumo=355W; Salidas=2x DP, 2x HDMI || General: Marca=XFX; Categoría=Tarjeta Gráfica; Garantía=12 meses","XFX es especialista en tarjetas gráficas AMD Radeon, reconocida por sus diseños de refrigeración de triple ventilador y construcción robusta."
